,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,RestaurantsTakeOut,NoiseLevel,Caters,Ambience,RestaurantsReservations,BusinessAcceptsCreditCards,RestaurantsTableService,GoodForKids,RestaurantsPriceRange2,WheelchairAccessible,OutdoorSeating,RestaurantsDelivery,HasTV,RestaurantsAttire,Alcohol,GoodForMeal,DogsAllowed,RestaurantsGoodForGroups,HappyHour,BusinessParking,BikeParking,WiFi,ByAppointmentOnly,Music,CoatCheck,BestNights,BusinessAcceptsBitcoin,Smoking,BYOB,DriveThru,Corkage,BYOBCorkage,GoodForDancing,AgesAllowed,RestaurantsCounterService,Open24Hours,DietaryRestrictions,AcceptsInsurance,category,cuisine
206,fp7IHO1z53wYP4PzKSl11g,New China,5764 Hollister Ave,Goleta,CA,93117,34.4358301,-119.8255026,3.5,45,0,"Food, Specialty Food, Korean, Chinese, Ethnic Food, Restaurants, Vietnamese","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",True,u'average',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,True,1,,False,True,False,'casual',u'none',,,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,u'no',,,,,,,,,,,,,,,,,Korean,Korean
207,e-iakFOQCVEEr0-ygBKPog,YoYumYum Frozen Yogurt,1005 Casitas Pass Rd,Carpinteria,CA,93013,34.3957331032,-119.5141173899,4.0,42,1,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Restaurants, Specialty Food, Food","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",True,,False,,,True,,,1,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'free',,,,,,,,,,,,,,,,,Ice Cream & Frozen Yogurt,Other
208,mTXJ2v6HbikFjpDqeLyOnA,Country Catering Company,5925 Calle Real,Goleta,CA,93117,34.44083,-119.828674,4.5,155,1,"Restaurants, Party & Event Planning, Specialty Food, Delis, Food, Meat Shops, Event Planning & Services, Caterers","{'Monday': '0:0-0:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '9:0-12:0', 'Saturday': '11:0-16:0'}",True,u'average',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,True,2,,True,True,False,u'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'no',,,,,,,,,,,,,,,,,Party & Event Planning,Other
209,W8a_FYH-405MtR9_0U7sQQ,The Worker Bee Cafe II,5599 Hollister Ave,Goleta,CA,93117,34.4354208,-119.8203772,4.0,35,0,"Diners, Gluten-Free, Restaurants, Cafes, Breakfast & Brunch, Food, Coffee & Tea",,True,u'average',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,True,False,True,2,True,True,True,False,'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",True,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,u'free',,,,,False,,,,,,,,,,,,Cafe,Other
210,dQ6d9H7rnFSOSC_FXbJ_FQ,Blenders In the Grass,"315 Meigs Rd, Ste J",Santa Barbara,CA,93109,34.4005756,-119.7227184,4.0,50,1,"Juice Bars & Smoothies, Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",True,u'loud',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,True,,True,1,,True,False,False,u'casual',u'none',,False,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,False,,,,,,,,,,,,Juice Bars & Smoothies,Other
211,vTXNVK73GOvVb3js4w8SLg,Domino's Pizza,3006 State St,Santa Barbara,CA,93105,34.4405731,-119.7284108,2.5,39,1,"Restaurants, Pizza, Chicken Wings, Sandwiches","{'Monday': '10:30-0:0', 'Tuesday': '10:30-0:0', 'Wednesday': '10:30-0:0', 'Thursday': '10:30-0:0', 'Friday': '10:30-1:0', 'Saturday': '10:30-1:0', 'Sunday': '10:30-0:0'}",True,u'quiet',True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,True,,True,1,,False,True,True,u'casual',u'none',"{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}",,True,,"{u'valet': False, u'garage': None, u'street': True, u'lot': None, u'validated': None}",True,,,,,,,,,,,,,,,,,,Pizza,Other
212,7grEnJV48N6BxbEP3uxISA,Mr B Restaurant & Cafe,"140 S Hope Ave, Ste A102",Santa Barbara,CA,93105,34.4367253,-119.748687,4.0,21,1,"Food, Restaurants, Middle Eastern, Cafes, Bakeries","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",True,,True,"{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': False}",,True,True,,2,True,True,True,True,u'casual',u'none',,,True,,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",True,u'free',,,,,,,False,,,,,,,,,,Middle Eastern,Middle Eastern
213,Gg2ZHe57Ztuv8JaFj0mNhw,Dank Bowl Kitchen,901 Embarcadero Del Mar,Isla Vista,CA,93117,34.4128881677,-119.8572194666,4.5,333,1,"American (New), Food, Specialty Food, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}",True,u'average',True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,True,2,,None,True,False,u'casual',u'none',"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'free',False,,,,False,,,,,,,,,,,,American,American
214,cbX2XHrun39yJBND451_oA,Goleta Bakery,5784 Hollister Ave,Goleta,CA,93117,34.4360262,-119.8260964,4.0,24,1,"Food, Restaurants, Bakeries, Mexican, Breakfast & Brunch","{'Monday': '5:0-21:0', 'Tuesday': '5:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Sunday': '5:0-17:0'}",True,,,,False,True,False,,1,,None,True,True,,u'none',,False,,False,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,u'no',,,,,False,,,,,,,,,,,,Mexican,Mexican
215,S7Cl9gYqaC9jlw32yd4_Yg,Starbucks,"3815 State St, Space #G-141",Santa Barbara,CA,93105,34.438351,-119.748331,3.0,50,1,"Food, Coffee & Tea, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:0', 'Saturday': '5:30-20:0', 'Sunday': '5:30-20:0'}",True,u'average',False,,False,True,,True,1,,True,False,,'casual',,,,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'free',,,,,,,,,,,,,,,,,Coffee & Tea,Other
216,QBuyT7RmnVj2AnS3NfxIBg,Taqueria El Buen Gusto,4835 Carpinteria Ave,Carpinteria,CA,93013,34.400145,-119.520354,4.0,12,0,"Mexican, Restaurants","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",True,u'average',True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,True,1,,False,False,True,u'casual',u'beer_and_wine',,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,'no',,,,,,,,,,,,,,,,,Mexican,Mexican
217,TeUEijNG9w8m2fNaE7J1TA,TAP Thai Cuisine,"7060 Hollister Ave, Ste 106",Goleta,CA,93117,34.431146662,-119.873773662,3.0,20,1,"Thai, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}",True,,,"{u'divey': None, u'hipster': False, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': None}",,,,,2,,True,True,,,u'beer_and_wine',,,,,,,,,,,,,,,,,,,,,,,,Thai,Thai
218,yHtS6dj20tl3ht32w6K6Qw,Stateside Restaurant & Lounge,1114 State St,Santa Barbara,CA,93190,34.423044,-119.703208,2.5,10,0,Restaurants,,,,,,True,True,,False,2,,True,False,,u'casual',u'full_bar',,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,'no',,,,,,,,Other
219,cOoTIQ0RcudE1R5aRVZzdw,The Garden Market,3811 Santa Claus Ln,Carpinteria,CA,93013,34.4064277,-119.5472823,3.5,92,1,"Delis, Restaurants, Grocery, American (New), Cafes, Coffee & Tea, Beer, Wine & Spirits, Food","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",True,u'quiet',True,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,,True,2,,True,False,False,u'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'free',,,,,False,,,,,,,,,,,,American,American
220,gdEZfd6RFXYmmXX71RDvbA,C'est Cheese,827 Santa Barbara St,Santa Barbara,CA,93103,34.422317,-119.698081,4.5,272,0,"Specialty Food, Cheese Shops, Cafes, Restaurants, Breakfast & Brunch, Wine Bars, Sandwiches, Food, Event Planning & Services, Caterers, Bars, Nightlife","{'Monday': '0:0-0:0', 'Saturday': '1:0-1:30'}",True,u'average',True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,True,2,True,True,False,False,u'casual','beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",False,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,,,,,,,,,,,,,Cafe,Other
221,L8rhRyXtpq2nCE0il1KN_g,Coral Tree Cafe,5221 Cheadle Hall,Santa Barbara,CA,93190,34.4157346304,-119.846678722,3.0,28,1,"Cafes, Burgers, Sandwiches, Restaurants","{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0'}",True,u'quiet',False,"{'touristy': None, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",False,True,False,True,1,,True,False,True,u'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,False,,"{'garage': False, 'street': False, 'validated': None, 'lot': None, 'valet': False}",True,'free',,,,,,,,,,,,,,,,,Cafe,Other
222,sZHLbLnw1vwHF1xDzuV1iw,Foley Food and Wine Society Tasting Room,36 State St,Santa Barbara,CA,93101,34.4132794,-119.6898862,4.5,11,1,"Wine Tasting Room, Tasting Classes, Bars, Wineries, Wine Bars, Tours, Food, Education, Wine Tasting Classes, Restaurants, Hotels & Travel, Nightlife, Barbeque, Wine Tours, Arts & Entertainment","{'Monday': '0:0-0:0', 'Thursday': '13:0-19:0', 'Friday': '13:0-19:0', 'Saturday': '13:0-19:0', 'Sunday': '13:0-19:0'}",False,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,True,,False,3,,None,False,False,'casual',,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,None,False,,,,,,,,,,False,,,,,,Bar,Other
223,eFn-8QlFGdkT_B-bWigtFQ,Rose Cafe,424 E Haley St,Santa Barbara,CA,93101,34.4215541,-119.6901188,4.0,115,0,"Cafes, Diners, Restaurants, Mexican","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-13:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-15:0'}",True,u'average',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}",False,True,True,True,2,,False,False,False,'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': True}",False,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'free',,,,,,,,,,,,,,,,,Mexican,Mexican
224,kdowTW3-5Qcr8je9LgItKQ,Little Dom's Seafood,686 Linden Ave,Carpinteria,CA,93013,34.3967319,-119.5206269,4.0,95,1,"Restaurants, American (New), Seafood, Italian, Pizza","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",True,u'average',,"{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}",,,True,,,,True,,True,u'casual',u'full_bar',,,,,,,,,,,,,,,,,,,,,,,,American,American
225,4xBkP-W_WaOzBiP8yD7yvg,The Nugget Bar and Grill,21 W Victoria St,Santa Barbara,CA,93101,34.4235244,-119.7062478,4.0,54,0,"Nightlife, Restaurants, Sandwiches, Salad, American (Traditional), Steakhouses, Bars","{'Monday': '15:0-21:30', 'Tuesday': '15:0-21:30', 'Wednesday': '15:0-21:30', 'Thursday': '15:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",True,u'average',False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,True,True,True,2,True,True,False,True,'casual',u'full_bar',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",,True,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,u'free',,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,,,u'outdoor',,,,,False,,,,,,American,American
226,E8tiSAB6O4TPeVdKR0K5Ug,Rusty's Pizza Parlor,414 N Milpas St,Santa Barbara,CA,93103,34.4259023,-119.6843914,3.0,89,1,"Pizza, Restaurants, Chicken Wings, Salad, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",True,u'average',False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,True,1,True,False,True,True,u'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'no',,,,,,,,,,,,,,,,,Pizza,Other
227,lqwbnNd_SXzkIK_pkU2FkA,D'Vine,205 W Canon Perdido St,Santa Barbara,CA,93101,34.4180658,-119.7029526,4.0,26,0,"Sandwiches, Restaurants, Delis","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '11:0-15:0'}",True,u'average',,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,True,,True,1,,True,False,False,'casual',u'beer_and_wine',,,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,u'no',,,,,,,,,,'no',,,,,,,Sandwiches,Other
228,M3LZKA-tVFRJyPeKA3_2OA,Merci To Go,1024 Coast Village Rd,Santa Barbara,CA,93108,34.4227834,-119.6518454,4.5,9,1,"Food, Cafes, Bakeries, Restaurants","{'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-17:0'}",True,u'quiet',,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,True,,False,2,True,True,False,,u'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,False,,,,,,,,,,,,Cafe,Other
229,CUWituEeIX3xA0xU7X82Ow,Brasil Arts Cafe,"1230 State St, Ste C",Santa Barbara,CA,93101,34.4241338,-119.7053847,4.0,360,1,"Juice Bars & Smoothies, Breakfast & Brunch, Brazilian, Restaurants, Food, Salad, Acai Bowls","{'Monday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '17:0-20:30', 'Saturday': '10:0-21:0', 'Sunday': '10:0-16:0'}",True,u'average',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,True,True,2,True,True,True,True,u'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'free',False,,,,,,,,,,,,,,,,Juice Bars & Smoothies,Other
230,AgiBcv5rKdV9QIO5yF7w8g,Harbor of Santa Barbara Inc,210 Stearns Wharf,Santa Barbara,CA,93101,34.4104753,-119.6868426,3.5,5,1,"Active Life, Restaurants, Boating",,,u'average',,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active Life,Other
231,lkwj0-9Sc_anMVNlnuqYAA,Mojo Coffee,"7127 Hollister Ave, Ste 18",Goleta,CA,93117,34.4282858,-119.8766701,4.5,12,0,"Coffee & Tea, Restaurants, Food",,,,,,,True,,,1,,True,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,'free',,,,,,,,,,,,,,,,,Coffee & Tea,Other
232,dq4BvgEvM4vPOqjmIjAMBQ,Meat n' Potatoes,4444 Hollister Ave,Goleta,CA,93110,34.4398198,-119.7718687,4.0,7,0,"American (Traditional), Restaurants",,,u'quiet',,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,,,3,,True,,False,u'casual',u'full_bar',,,True,True,,,,,,,,,,,,,,,,,,,,American,American
233,6acxMT_WGbA-cUN5RXpIfw,Momma Donna,413 State St,Santa Barbara,CA,93101,34.416158,-119.6948315,5.0,16,0,"American (New), Restaurants, Burgers",,True,u'average',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,,True,2,,False,,True,u'casual',u'beer_and_wine',,,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,u'free',,,,,,,,,,,,,,,,,American,American
234,w1l5vu31SJgPLTp6nlLWEg,Le Petit Bistro,532 State St,Santa Barbara,CA,93105,34.4174477507,-119.6969223386,2.0,7,0,"Desserts, Food, Restaurants, Breakfast & Brunch, French","{'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:30-22:0', 'Sunday': '9:30-22:0'}",,,,,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,Desserts,Other
235,QS0a4snAEc-zdLeLIgTaHg,Delicious Expressions,,Santa Barbara,CA,93101,34.420334,-119.7107494,5.0,57,0,"Caterers, Restaurants, Desserts, Bakeries, Event Planning & Services, Gluten-Free, Food, Cupcakes","{'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0'}",False,u'average',False,,True,False,,True,2,,False,False,False,u'casual',u'none',,,True,,,False,u'no',,,,,False,,,,,,,,,,,,Bakery,Other
236,8r_n8JdKQ0gePm2neSkL7A,Sushi Ai,7020 Marketplace Dr,Goleta,CA,93117,34.429533,-119.872188,3.0,223,1,"Sushi Bars, Restaurants, Japanese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",True,u'average',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,True,2,,True,True,True,u'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'free',,,,,,,,,,,,,,,,,Japanese,Japanese
237,E1R-xslwl7XeTN5lQ7mWPg,Little Kitchen,17 W Ortega St,Santa Barbara,CA,93101,34.417947,-119.6984853,4.5,272,1,"Breakfast & Brunch, Diners, Nightlife, Restaurants, Comfort Food, American (New), Burgers, Salad","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}",True,u'average',True,"{'touristy': False, 'hipster': True, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",False,True,True,True,2,True,True,True,False,u'casual',u'beer_and_wine',"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}",False,False,False,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,,,False,None,,,,,,,,,American,American
238,RHgj2ssSXnS0VA7DRvKomg,Sage & Onion,34 E Ortega St,Santa Barbara,CA,93101,34.4190578,-119.6976033,4.0,7,0,"American (New), Restaurants","{'Monday': '17:30-22:0', 'Tuesday': '17:30-22:0', 'Wednesday': '17:30-22:0', 'Thursday': '17:30-22:0', 'Friday': '17:30-22:30', 'Saturday': '17:30-22:30', 'Sunday': '17:30-21:30'}",,,,,True,True,,,3,,,False,,'dressy',,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,American,American
239,YGgGefpPTFhgthvQvMAGoQ,Lito's Take  Out,514 E Haley St,Santa Barbara,CA,93103,34.4224118,-119.6893092,4.0,286,1,"Food, Mexican, Restaurants, Seafood, Desserts","{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0', 'Saturday': '6:30-15:0', 'Sunday': '6:30-15:0'}",None,u'average',True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,True,False,True,1,True,None,None,True,u'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}",False,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,u'no',,,,,,,,,,,,,,,,,Mexican,Mexican
240,2pBNVsJo3a3CPbInUu9lvQ,Char West,221 Stearns Wharf,Santa Barbara,CA,93101,34.4097583,-119.6853378,3.0,134,1,"Restaurants, Fish & Chips, Food, Seafood, American (Traditional), Fast Food, Coffee & Tea, Breakfast & Brunch","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",True,'average',False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': False}",True,True,True,True,2,True,True,False,False,u'casual',u'none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,False,,"{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}",True,u'no',,,,,False,,,,,,,,,,,,American,American
241,1J0NIfmrSuV72KzhmYFxMA,Pane E Vino,1482 E Valley Rd,Montecito,CA,93108,34.438305,-119.633186,4.0,77,1,"Restaurants, Italian","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",True,u'average',,"{u'divey': False, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}",True,True,,False,2,,True,False,True,u'casual',u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'no',,,,,,,,,,,,,,,,,Italian,Italian
